ZIP Code,Model,Strategy,Average Allocation,Minimum Allocation,Maximum Allocation,Range
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,875,500,1000,500
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,666.6666667,500,1000,500
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,500,1500,1000
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,666.6666667,500,1000,500
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,750,500,1000,500
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,750,500,1000,500
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1875,1500,2500,1000
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1340,1000,1500,500
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1160,800,2000,1200
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1500,500,2000,1500
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,900,400,1200,800
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,766.6666667,300,1000,700
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,750,700,800,100
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,400,400,400,0
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,600,200,1000,800
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,800,800,800,0
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,700,400,1000,600
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1266.666667,800,1500,700
92091,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,750,500,1000,500
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,900,500,1000,500
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,600,500,1000,500
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,750,500,1000,500
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92091,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2700,2000,3000,1000
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1000,2000,1000
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1900,1000,2500,1500
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1100,1000,1500,500
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,1000,1000,1000,0
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1750,1500,2000,500
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1333.333333,1000,1500,500
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,750,500,1000,500
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92093,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1600,1500,2000,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1250,1000,1500,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,833.3333333,500,1000,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,833.3333333,500,1000,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,666.6666667,500,1000,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1666.666667,1500,2000,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity (ZIP 92037),2000,2000,2000,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,1000,1000,1000,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1000,1000,1000,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,750,500,1000,500
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity (nearby ZIP codes),4000,4000,4000,0
92093,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1875,1500,2000,500
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1333.333333,1000,1500,500
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",1000,1000,1000,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,1000,1000,1000,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1333.333333,1000,2000,1000
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1375,500,2000,1500
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1833.333333,1500,2000,500
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,3000,3000,3000,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1250,1000,1500,500
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2666.666667,2000,3000,1000
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,2000,2000,2000,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
92096,meta-llama/Meta-Llama-3.1-70B-Instruct,Legal and Regulatory Adjustments for Pandemic Response,1000,1000,1000,0
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1700,1500,2000,500
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1100,1000,1500,500
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1500,1000,2000,1000
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1900,1500,2000,500
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1100,1000,1500,500
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,1000,1000,1000,0
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1250,1000,1500,500
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,875,500,1000,500
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92096,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2400,2000,3000,1000
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1000,2000,1000
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1300,1000,2000,1000
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,2000,2000,0
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,666.6666667,500,1000,500
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,666.6666667,500,1000,500
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,666.6666667,500,1000,500
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,900,500,1000,500
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1250,1000,1500,500
92101,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1000,1000,1000,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,875,500,1000,500
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,625,500,1000,500
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,666.6666667,500,1000,500
92101,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2333.333333,2000,2500,500
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1000,2000,1000
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1250,1000,1500,500
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1666.666667,1000,2000,1000
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,750,500,1000,500
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,500,500,500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",1000,1000,1000,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,1000,1000,1000,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,500,500,500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2500,2500,2500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,2. Advanced Vaccination Research,2000,2000,2000,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1500,1500,1500,0
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,1350,1200,1500,300
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,5. Comprehensive Contact Tracing Programs,1500,1000,2000,1000
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,10. Telehealth Services Expansion,1400,1000,1800,800
92102,meta-llama/Meta-Llama-3.1-70B-Instruct,18. Public Sanitation and Hygiene Campaigns,500,500,500,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1100,1000,1500,500
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,800,500,1000,500
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1166.666667,500,2000,1500
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1750,1500,2000,500
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1333.333333,1000,1500,500
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1166.666667,1000,1500,500
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,1000,1000,1000,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1500,1500,1500,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92102,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1800,1500,2000,500
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1540,1200,2000,800
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1040,1000,1200,200
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,800,800,800,0
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2100,1500,2500,1000
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,500,1500,1000
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1500,1000,2000,1000
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1500,1500,1500,0
92103,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1800,1800,1800,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,833.3333333,500,1000,500
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,833.3333333,500,1000,500
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,666.6666667,500,1000,500
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,666.6666667,500,1000,500
92103,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2400,1500,3000,1500
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1560,800,2000,1200
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,1500,2500,1000
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",1500,1500,1500,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,1000,1000,1000,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,500,500,500,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1350,1000,2000,1000
92104,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1125,1000,1500,500
